Source Filename,Original First Index,Original Last Index,Original First Timestamp,Original Last Timestamp,New Index,New Timestamp,Original Second Text,New Text (Full)
6 eng.srt,13,14,"00:00:40,940 --> 00:00:43,540","00:00:43,560 --> 00:00:46,672",11,"00:00:40,940 --> 00:00:46,672",so dress like the wild exotic animal that you are.,"Answer: The party is safari themed, so dress like the wild exotic animal that you are."
6 eng.srt,18,19,"00:00:55,700 --> 00:00:58,934","00:00:59,017 --> 00:01:00,685",15,"00:00:55,700 --> 00:01:00,685","tanned, tired and tipsy.","You'll be dropped off at the very same spot at 10:00 p.m., tanned, tired and tipsy."
6 eng.srt,24,26,"00:01:08,280 --> 00:01:09,820","00:01:12,322 --> 00:01:13,657",20,"00:01:08,280 --> 00:01:13,657","Ping-Pong, lawn darts, croquet, limbo","There'll be swimming, chicken fights, Ping-Pong, lawn darts, croquet, limbo and so much more."
6 eng.srt,30,31,"00:01:39,520 --> 00:01:42,390","00:01:42,477 --> 00:01:43,569",24,"00:01:39,520 --> 00:01:43,569",by the lounge chairs?,"Marty, what is that odor that smells like shit by the lounge chairs?"
6 eng.srt,35,36,"00:01:50,152 --> 00:01:51,540","00:01:51,560 --> 00:01:53,321",28,"00:01:50,152 --> 00:01:53,321",but I don't want it to smell like elephant dung.,"I know it's a safari party, but I don't want it to smell like elephant dung."
6 eng.srt,49,50,"00:02:20,307 --> 00:02:21,934","00:02:22,017 --> 00:02:24,311",41,"00:02:20,307 --> 00:02:24,311",that people are gonna talk about for a long time.,Stephen Baldwin put on a party that people are gonna talk about for a long time.
6 eng.srt,55,56,"00:02:32,780 --> 00:02:34,070","00:02:34,090 --> 00:02:37,574",46,"00:02:32,780 --> 00:02:37,574",and it's just you and me and a hundred pounds of chopped meat?,What if no one shows and it's just you and me and a hundred pounds of chopped meat?
6 eng.srt,76,77,"00:03:23,070 --> 00:03:25,330","00:03:25,350 --> 00:03:27,291",66,"00:03:23,070 --> 00:03:27,291",and a sundial.,"Putting in a golf course, a tennis court and a sundial."
6 eng.srt,84,85,"00:03:39,094 --> 00:03:41,638","00:03:41,680 --> 00:03:43,473",73,"00:03:39,094 --> 00:03:43,473",that I think you'd be perfect for.,There may be a spot opening up on the synagogue board that I think you'd be perfect for.
6 eng.srt,87,88,"00:03:47,394 --> 00:03:49,646","00:03:50,480 --> 00:03:51,481",75,"00:03:47,394 --> 00:03:51,481",- [GASPS] Marty. - Huh?,"- [SONG CONTINUES ON SPEAKERS, MUFFLED] - [SIGHS] - [GASPS] Marty. - Huh?"
6 eng.srt,89,90,"00:03:51,565 --> 00:03:52,649","00:03:52,730 --> 00:03:54,560",76,"00:03:51,565 --> 00:03:54,560",I think people are having a great time.,- We're a hit. - [CHUCKLES] I think people are having a great time.
6 eng.srt,100,101,"00:04:11,900 --> 00:04:14,296","00:04:14,300 --> 00:04:16,130",86,"00:04:11,900 --> 00:04:16,130",and give you a little more room.,"Maybe I can put the, uh, barbecue back a bit and give you a little more room."
6 eng.srt,120,121,"00:05:21,740 --> 00:05:24,150","00:05:24,170 --> 00:05:25,530",105,"00:05:21,740 --> 00:05:25,530",has gotten out of hand.,"This ""buy a cake for their birthday"" tradition has gotten out of hand."
6 eng.srt,135,136,"00:05:56,110 --> 00:05:58,024","00:05:58,025 --> 00:06:00,485",119,"00:05:56,110 --> 00:06:00,485",schlepping all those wet towels to and from the dryer.,I feel like I tore my rotator cuff schlepping all those wet towels to and from the dryer.
6 eng.srt,138,139,"00:06:02,220 --> 00:06:04,031","00:06:04,114 --> 00:06:06,420",121,"00:06:02,220 --> 00:06:06,420",I... I haven't been able to make a solid fist.,"I opened so many bottles of soda pop, I... I haven't been able to make a solid fist."
6 eng.srt,164,165,"00:06:56,500 --> 00:06:57,750","00:06:57,751 --> 00:07:01,839",146,"00:06:56,500 --> 00:07:01,839",and we can use it as an opportunity for you to make some connections.,"We'll have a second party, and we can use it as an opportunity for you to make some connections."
6 eng.srt,172,173,"00:07:19,380 --> 00:07:21,810","00:07:21,850 --> 00:07:23,485",153,"00:07:19,380 --> 00:07:23,485",- All right. - Yeah?,"- Uh, what is that shake? - [STAMMERS] - All right. - Yeah?"
6 eng.srt,175,176,"00:07:26,980 --> 00:07:28,860","00:07:28,890 --> 00:07:30,324",155,"00:07:26,980 --> 00:07:30,324",I got you a little something.,"By the way, I got you a little something."
6 eng.srt,189,190,"00:08:06,000 --> 00:08:07,988","00:08:44,940 --> 00:08:47,270",168,"00:08:06,000 --> 00:08:47,270","Okay, play nice, guys.","- Yeah. I hope so. - [CHUCKLES] Okay, play nice, guys."
6 eng.srt,193,194,"00:09:08,860 --> 00:09:10,890","00:09:10,910 --> 00:09:14,000",171,"00:09:08,860 --> 00:09:14,000","Sorry. [LAUGHS] I'm kidding. Enjoy the fiesta, amigos.","- Take it easy with the cervezas. - [LAUGHING] Sorry. [LAUGHS] I'm kidding. Enjoy the fiesta, amigos."
6 eng.srt,199,200,"00:09:23,850 --> 00:09:25,232","00:09:25,315 --> 00:09:26,358",176,"00:09:23,850 --> 00:09:26,358",Cheers.,- Lehayim. - [WOMEN CHUCKLING] Cheers.
6 eng.srt,274,276,"00:12:27,414 --> 00:12:31,043","00:12:33,180 --> 00:12:35,505",250,"00:12:27,414 --> 00:12:35,505",it's... it's my family's home,"Um... Well, truth be told, it's... it's my family's home since... since the '50s, I guess. Yeah."
6 eng.srt,282,284,"00:12:46,934 --> 00:12:48,929","00:12:50,300 --> 00:12:52,606",256,"00:12:46,934 --> 00:12:52,606","to figure out what it could be,","But you know, it still takes that special someone to figure out what it could be, and th-that's Ike... and Bonnie."
6 eng.srt,297,298,"00:13:42,155 --> 00:13:44,330","00:13:44,350 --> 00:13:46,159",269,"00:13:42,155 --> 00:13:46,159",that the Hampton property was yours?,... did you go out of your way to tell Noreen that the Hampton property was yours?
6 eng.srt,308,309,"00:14:10,930 --> 00:14:12,602","00:14:12,610 --> 00:14:15,480",279,"00:14:10,930 --> 00:14:15,480","Marty, because I now know that you're lying.","I'm a little disappointed to hear that, Marty, because I now know that you're lying."
6 eng.srt,313,314,"00:14:22,180 --> 00:14:24,150","00:14:24,170 --> 00:14:27,242",283,"00:14:22,180 --> 00:14:27,242","What's going on with your self-esteem, Marty? Hmm?","- Of course she didn't. - [SIGHS] What's going on with your self-esteem, Marty? Hmm?"
6 eng.srt,317,318,"00:14:32,450 --> 00:14:34,624","00:14:34,640 --> 00:14:37,920",286,"00:14:32,450 --> 00:14:37,920",to make you look big is in fact making you look small.,What you think you need to make you look big is in fact making you look small.
6 eng.srt,341,342,"00:15:27,120 --> 00:15:29,429","00:15:29,430 --> 00:15:31,973",309,"00:15:27,120 --> 00:15:31,973",or do you want them to feel uncomfortable?,"Do you want people to come to our parties and enjoy themselves, or do you want them to feel uncomfortable?"
6 eng.srt,360,361,"00:16:13,990 --> 00:16:17,186","00:16:17,200 --> 00:16:19,938",327,"00:16:13,990 --> 00:16:19,938",she's just going to get upset all over again.,"But I'm afraid if I bring it up to, uh, Bonnie, she's just going to get upset all over again."
6 eng.srt,369,370,"00:16:43,045 --> 00:16:45,043","00:16:45,044 --> 00:16:46,560",335,"00:16:43,045 --> 00:16:46,560","""Shiver me timbers.""","- You get stage fright now? - [WOMEN LAUGHING] ""Shiver me timbers."""
6 eng.srt,389,390,"00:17:33,679 --> 00:17:36,557","00:17:36,600 --> 00:17:39,768",354,"00:17:33,679 --> 00:17:39,768","I think it sometimes makes me thirstier, if you can believe that.","And this may sound crazy, but when I drink Pellegrino, I think it sometimes makes me thirstier, if you can believe that."
6 eng.srt,396,397,"00:17:53,340 --> 00:17:56,110","00:17:56,201 --> 00:17:57,536",360,"00:17:53,340 --> 00:17:57,536",Oh.,"- Yeah, it was. - [SOBBING] Oh."
6 eng.srt,402,403,"00:18:06,950 --> 00:18:11,049","00:18:11,050 --> 00:18:12,885",365,"00:18:06,950 --> 00:18:12,885",and bring out the extra kebabs.,"Okay, I jus... I probably... I think I should, you know, go back and bring out the extra kebabs."
6 eng.srt,418,419,"00:19:04,186 --> 00:19:07,689","00:19:08,320 --> 00:19:10,730",380,"00:19:04,186 --> 00:19:10,730","Ah, what the hell. [CHUCKLES]","- Arthur, have a drink. It's a party. - [GROANS] Ah, what the hell. [CHUCKLES]"
6 eng.srt,442,443,"00:20:12,000 --> 00:20:14,100","00:20:14,120 --> 00:20:17,217",403,"00:20:12,000 --> 00:20:17,217",about the time he went hiking with Craig T. Nelson from Coach.,Michael's friend from Los Angeles is gonna tell us about the time he went hiking with Craig T. Nelson from Coach.
6 eng.srt,447,448,"00:20:28,280 --> 00:20:30,890","00:20:31,860 --> 00:20:34,480",407,"00:20:28,280 --> 00:20:34,480",these parties are... are for us.,"You know, Marty, these parties are... are for us."
6 eng.srt,476,477,"00:21:57,860 --> 00:21:59,960","00:21:59,970 --> 00:22:00,987",435,"00:21:57,860 --> 00:22:00,987",with their clothes on.,- What? - If everyone started jumping in the pool with their clothes on.
6 eng.srt,486,487,"00:22:23,170 --> 00:22:25,320","00:22:25,350 --> 00:22:26,972",444,"00:22:23,170 --> 00:22:26,972","she's been a part of, oy...","Oh, if you only knew some of the high jinks she's been a part of, oy..."
6 eng.srt,537,538,"00:24:44,150 --> 00:24:46,580","00:24:46,590 --> 00:24:47,905",494,"00:24:44,150 --> 00:24:47,905",to stop talking to her.,"But my mother died, and Ike fucking convinced me to stop talking to her."
6 eng.srt,547,548,"00:25:16,620 --> 00:25:19,478","00:25:22,320 --> 00:25:24,230",503,"00:25:16,620 --> 00:25:24,230","Miriam, you doing all right in there?","- [MARTY] I'm sorry. I just... - [SNIFFLES] Miriam, you doing all right in there?"
6 eng.srt,551,552,"00:25:33,070 --> 00:25:35,452","00:25:36,540 --> 00:25:38,450",506,"00:25:33,070 --> 00:25:38,450",Um... [CLEARS THROAT],- You should try it. - [CHUCKLES] Um... [CLEARS THROAT]
6 eng.srt,574,575,"00:26:35,040 --> 00:26:38,223","00:26:39,180 --> 00:26:41,310",528,"00:26:35,040 --> 00:26:41,310","but with us, it's different, okay?","I don't know the specifics of what you two have going on, but with us, it's different, okay?"
6 eng.srt,596,597,"00:27:28,880 --> 00:27:30,440","00:27:30,460 --> 00:27:32,776",549,"00:27:28,880 --> 00:27:32,776","and it is primed with ""Fight for Your Right to Party.""","It's out, it's on, and it is primed with ""Fight for Your Right to Party."""
6 eng.srt,599,600,"00:27:34,040 --> 00:27:35,500","00:27:35,520 --> 00:27:37,032",551,"00:27:34,040 --> 00:27:37,032","of the New York City Ballet, okay?","He's taking us to the opening night of the New York City Ballet, okay?"
6 eng.srt,613,614,"00:28:31,650 --> 00:28:34,171","00:28:34,173 --> 00:28:36,133",564,"00:28:31,650 --> 00:28:36,133",and I thought you left without saying goodbye.,"The, um, mailbox had a different name, and I thought you left without saying goodbye."
6 eng.srt,634,635,"00:29:25,320 --> 00:29:28,120","00:29:28,140 --> 00:29:30,686",584,"00:29:25,320 --> 00:29:30,686",and the kids over next time they're out?,"Hey, um, why don't you bring Phyllis and the kids over next time they're out?"
6 eng.srt,637,638,"00:29:32,840 --> 00:29:34,034","00:29:34,035 --> 00:29:35,941",586,"00:29:32,840 --> 00:29:35,941",so there's a lot to catch up on. [CHUCKLES],"I haven't seen them in years, so there's a lot to catch up on. [CHUCKLES]"
6 eng.srt,641,642,"00:29:42,150 --> 00:29:43,490","00:29:43,500 --> 00:29:45,702",589,"00:29:42,150 --> 00:29:45,702",- Bye-bye. Yeah. - Bye-bye.,- All right. - [CHUCKLES] - Bye-bye. Yeah. - Bye-bye.
6 eng.srt,647,648,"00:30:45,095 --> 00:30:48,182","00:30:48,200 --> 00:30:50,600",594,"00:30:45,095 --> 00:30:50,600",- I'm sorry. Stop. - [MAN] What the hell?,"- Please, stop! I... - [TIRES SCREECH] - I'm sorry. Stop. - [MAN] What the hell?"
6 eng.srt,651,652,"00:31:00,986 --> 00:31:02,236","00:31:02,237 --> 00:31:05,032",597,"00:31:00,986 --> 00:31:05,032",Fuck! [SIGHS],- [TIRES SCREECH] - [HONKING] Fuck! [SIGHS]
6 eng.srt,666,667,"00:32:39,459 --> 00:32:41,545","00:32:42,680 --> 00:32:44,210",611,"00:32:39,459 --> 00:32:44,210","How you doing, pal?","[PARTY GUESTS LAUGHING, CHATTERING IN DISTANCE] How you doing, pal?"
6 eng.srt,697,699,"00:34:31,740 --> 00:34:33,657","00:34:37,840 --> 00:34:39,240",641,"00:34:31,740 --> 00:34:39,240","if you're going back to the city tonight,","Oh, hey, Marty, if you're going back to the city tonight, could you do me a favor?"
6 eng.srt,701,705,"00:34:42,290 --> 00:34:46,520","00:35:07,600 --> 00:35:09,860",643,"00:34:42,290 --> 00:35:09,860",[PARTY GUESTS] ♪ I want you to show me ♪,"[""I WANT TO KNOW WHAT LOVE IS"" PLAYING ON SPEAKERS] [PARTY GUESTS] ♪ I want you to show me ♪ ♪ I wanna feel what love is ♪ ♪ I know you can show me ♪ ♪ Oh ♪"
6 eng.srt,709,710,"00:35:19,036 --> 00:35:21,019","00:35:21,020 --> 00:35:24,840",647,"00:35:19,036 --> 00:35:24,840","- I, uh... I got no cell service. - [WOMAN 3] Does anyone have service?","- [WOMAN 3] We're stranded? What? - [PARTY GUESTS CLAMORING] - I, uh... I got no cell service. - [WOMAN 3] Does anyone have service?"
6 eng.srt,714,715,"00:35:31,480 --> 00:35:33,382","00:35:33,390 --> 00:35:36,120",651,"00:35:31,480 --> 00:35:36,120","and make a call for help, all right?","I-I'll go ahead and walk down there and make a call for help, all right?"
6 eng.srt,716,717,"00:35:36,140 --> 00:35:38,304","00:35:38,305 --> 00:35:40,224",652,"00:35:36,140 --> 00:35:40,224",- Uh... Miriam? - What?,- [WOMAN 5] Can you see anything? - [PARTY GUESTS MURMURING] - Uh... Miriam? - What?
6 eng.srt,730,731,"00:36:18,750 --> 00:36:21,932","00:36:21,960 --> 00:36:24,017",665,"00:36:18,750 --> 00:36:24,017","but, uh, I shouldn't have shouted like that.","I mean, you must've struck a chord, I guess, but, uh, I shouldn't have shouted like that."
6 eng.srt,749,750,"00:37:35,960 --> 00:37:38,880","00:37:54,180 --> 00:37:56,150",683,"00:37:35,960 --> 00:37:56,150","- Hello? - [IKE] Hello, Miriam.","- Marty? - [PHONE RINGING] - Hello? - [IKE] Hello, Miriam."
6 eng.srt,753,754,"00:38:02,720 --> 00:38:05,410","00:38:05,430 --> 00:38:07,412",686,"00:38:02,720 --> 00:38:07,412",and I don't wanna hear from you again.,"I think you're a very toxic person, and I don't wanna hear from you again."
6 eng.srt,759,761,"00:38:32,688 --> 00:38:34,982","00:38:36,817 --> 00:38:39,403",691,"00:38:32,688 --> 00:38:39,403",- [ENGINE STARTS] - [SIGHS],"- [EXHALES DEEPLY] - [BUS DOOR CLOSES] - [ENGINE STARTS] - [SIGHS] - [""I WANT TO KNOW WHAT LOVE IS"" RESUMES] - [EXHALES DEEPLY]"
7 eng.srt,2,3,"00:01:12,823 --> 00:01:14,116","00:01:28,200 --> 00:01:30,590",2,"00:01:12,823 --> 00:01:30,590","[SCOFFS] Well, well.","- [GUNSHOT] - [SCREAMS] [SCOFFS] Well, well."
7 eng.srt,26,29,"00:02:27,540 --> 00:02:30,980","00:02:39,120 --> 00:02:43,200",25,"00:02:27,540 --> 00:02:43,200",the withdrawing of the life-force from the body,"He watched the light fade from the man's eyes, the withdrawing of the life-force from the body seeming to coincide with the evacuation of his bowels into his gabardine slacks."
7 eng.srt,32,34,"00:02:47,860 --> 00:02:49,040","00:02:52,880 --> 00:02:54,424",28,"00:02:47,860 --> 00:02:54,424","- ... the putrid scent of feces... - ""... the putrid scent of feces... ""","""Before long... "" - ... the putrid scent of feces... - ""... the putrid scent of feces... "" ... hung in the air like..."
7 eng.srt,43,44,"00:03:17,197 --> 00:03:19,408","00:03:19,420 --> 00:03:21,618",37,"00:03:17,197 --> 00:03:21,618",He turned on his heel and walked out.,"""... another dollar... "" He turned on his heel and walked out."
7 eng.srt,45,46,"00:03:21,702 --> 00:03:22,828","00:03:23,120 --> 00:03:27,120",38,"00:03:21,702 --> 00:03:27,120","- another case closed. - ""Another day... Case closed.""","Another day, - another case closed. - ""Another day... Case closed."""
7 eng.srt,51,52,"00:03:37,180 --> 00:03:38,800","00:03:39,840 --> 00:03:42,800",43,"00:03:37,180 --> 00:03:42,800",maybe Dr. Kessler isn't as dead as he seemed.,"Just saying that, um, maybe Dr. Kessler isn't as dead as he seemed."
7 eng.srt,75,76,"00:04:36,310 --> 00:04:39,446","00:04:39,450 --> 00:04:41,180",66,"00:04:36,310 --> 00:04:41,180",- by mistake. - Okay. Yeah.,"And then if I cough, it feels like I might, you know, poop - by mistake. - Okay. Yeah."
7 eng.srt,80,81,"00:04:57,810 --> 00:05:01,740","00:05:15,220 --> 00:05:18,399",70,"00:04:57,810 --> 00:05:18,399","- [STRAINS, SIGHS] - Marty, are you okay?","- Synced & corrected by<font color=""#E83286""> MementMori </font>- -- <font color=""#138CE9"">www.addic7ed.com</font> -- - [STRAINS, SIGHS] - Marty, are you okay?"
7 eng.srt,91,93,"00:05:40,966 --> 00:05:44,520","00:05:46,770 --> 00:05:50,299",80,"00:05:40,966 --> 00:05:50,299",but I was wondering if I could get a word with you,"Hey, uh, listen. I... I know this probably isn't the, uh, best time, but I was wondering if I could get a word with you about, uh, some financial, uh, stuff."
7 eng.srt,97,98,"00:05:56,330 --> 00:05:58,360","00:05:58,380 --> 00:06:00,040",84,"00:05:56,330 --> 00:06:00,040",because... [CHUCKLES] you're right here.,And I figured it's easier to talk to you because... [CHUCKLES] you're right here.
7 eng.srt,106,107,"00:06:23,780 --> 00:06:26,760","00:06:26,780 --> 00:06:29,097",92,"00:06:23,780 --> 00:06:29,097","on top of this year's expenses, and, uh...","I was having a look at this year's accounts on top of this year's expenses, and, uh..."
7 eng.srt,111,112,"00:06:36,645 --> 00:06:39,180","00:06:39,200 --> 00:06:40,651",96,"00:06:36,645 --> 00:06:40,651",in order to find the solution.,"Yeah, but sometimes you need to know the problem in order to find the solution."
7 eng.srt,122,123,"00:07:04,050 --> 00:07:06,770","00:07:06,802 --> 00:07:08,887",106,"00:07:04,050 --> 00:07:08,887","in Fair Lawn, New Jersey is empty.","A contact of mine tipped me off that the Lea & Perrins factory in Fair Lawn, New Jersey is empty."
7 eng.srt,124,125,"00:07:08,920 --> 00:07:10,211","00:07:10,230 --> 00:07:12,500",107,"00:07:08,920 --> 00:07:12,500","rent that place for, like, under half the price.","Now, we could move out of here, rent that place for, like, under half the price."
7 eng.srt,130,132,"00:07:21,483 --> 00:07:25,611","00:07:28,760 --> 00:07:30,959",112,"00:07:21,483 --> 00:07:30,959","I was expecting suggestions more along the lines of, uh,","You know, when I, uh, encouraged more feedback from the workforce, I was expecting suggestions more along the lines of, uh, ""Could we get some non-dairy creamer for the coffee cart?"""
7 eng.srt,139,140,"00:07:43,290 --> 00:07:45,520","00:07:45,540 --> 00:07:46,716",119,"00:07:43,290 --> 00:07:46,716",tastes the same in New Jersey?,Do you think that the pastrami from Katz's Deli tastes the same in New Jersey?
7 eng.srt,145,147,"00:08:00,185 --> 00:08:01,650","00:08:04,200 --> 00:08:06,861",124,"00:08:00,185 --> 00:08:06,861",and move out to some sauce factory in New Jersey,"If we were to pack up and move out to some sauce factory in New Jersey with our schmekel between our legs, that sends a message."
7 eng.srt,153,154,"00:08:20,420 --> 00:08:22,880","00:08:22,900 --> 00:08:24,338",130,"00:08:20,420 --> 00:08:24,338",I have patients to see.,"Now, if all of you financial wizards would excuse me, I have patients to see."
7 eng.srt,168,169,"00:08:58,470 --> 00:08:59,914","00:08:59,915 --> 00:09:03,042",144,"00:08:58,470 --> 00:09:03,042",- It's... Jesus. See a fricking doctor. - No.,"- [SIGHS] - [INHALES SHARPLY, GROANS] - It's... Jesus. See a fricking doctor. - No."
7 eng.srt,180,181,"00:09:30,130 --> 00:09:32,410","00:09:32,430 --> 00:09:33,573",155,"00:09:30,130 --> 00:09:33,573",and nothing to worry about.,"Uh, good news is it's a straightforward procedure and nothing to worry about."
7 eng.srt,221,222,"00:11:13,715 --> 00:11:17,880","00:11:17,900 --> 00:11:21,430",195,"00:11:13,715 --> 00:11:21,430",so they're gonna need a... a little more care than usual.,"They have this ich parasite problem with their gills currently, so they're gonna need a... a little more care than usual."
7 eng.srt,223,225,"00:11:21,515 --> 00:11:24,600","00:11:25,960 --> 00:11:27,225",196,"00:11:21,515 --> 00:11:27,225",as soon as you get down there,"Uh, can I ask you to put some formalin drops in the pond as soon as you get down there - for the weekend? - Sure."
7 eng.srt,228,231,"00:11:30,850 --> 00:11:33,360","00:11:37,197 --> 00:11:40,241",199,"00:11:30,850 --> 00:11:40,241","for a few more days,","I... I think the long-release block should be good for a few more days, but you may wanna add a precise measured pour of the spirulina algae as a weekend treat."
7 eng.srt,241,242,"00:12:07,760 --> 00:12:09,839","00:12:09,840 --> 00:12:11,350",209,"00:12:07,760 --> 00:12:11,350",and it was fine.,"The girls got their tonsils out when they were little, and it was fine."
7 eng.srt,248,249,"00:12:23,827 --> 00:12:26,246","00:12:27,900 --> 00:12:30,200",215,"00:12:23,827 --> 00:12:30,200",Is that a hernia or are you just pleased to see me?,- [CHUCKLES] Come here. - [CHUCKLES] Is that a hernia or are you just pleased to see me?
7 eng.srt,250,251,"00:12:30,220 --> 00:12:32,127","00:12:32,150 --> 00:12:33,212",216,"00:12:30,220 --> 00:12:33,212",Come on.,- Ah! - [CHUCKLES] Come on.
7 eng.srt,255,256,"00:12:42,980 --> 00:12:45,130","00:12:45,140 --> 00:12:46,300",220,"00:12:42,980 --> 00:12:46,300",for your next of kin.,"[MALE NURSE] Finally, we just need contact details for your next of kin."
7 eng.srt,271,272,"00:14:42,450 --> 00:14:44,634","00:14:44,635 --> 00:14:47,052",235,"00:14:42,450 --> 00:14:47,052",- and check for any possible infections. - Okay.,Need to make sure that your iron levels have come back up - and check for any possible infections. - Okay.
7 eng.srt,280,281,"00:15:00,720 --> 00:15:02,640","00:15:02,660 --> 00:15:04,028",243,"00:15:00,720 --> 00:15:04,028",before they can come visit?,"Uh, does... does someone have to be approved before they can come visit?"
7 eng.srt,290,291,"00:15:23,480 --> 00:15:24,564","00:15:24,580 --> 00:15:27,177",252,"00:15:23,480 --> 00:15:27,177",that I wouldn't be getting cell phone reception in here?,Is there a chance that I wouldn't be getting cell phone reception in here?
7 eng.srt,292,293,"00:15:27,200 --> 00:15:29,346","00:15:29,370 --> 00:15:30,931",253,"00:15:27,200 --> 00:15:30,931",who try to get ahold of me.,I just wanna make sure I'm not missing any visitors who try to get ahold of me.
7 eng.srt,311,312,"00:16:32,890 --> 00:16:36,997","00:16:37,010 --> 00:16:40,876",271,"00:16:32,890 --> 00:16:40,876",if he don't hear or understand.,A guy talkin' to another guy and it don't make no difference if he don't hear or understand.
7 eng.srt,334,335,"00:17:45,740 --> 00:17:48,770","00:17:49,200 --> 00:17:50,860",293,"00:17:45,740 --> 00:17:50,860",but then you got to read books.,"""Sure, you could play horseshoes till it got dark, but then you got to read books."
7 eng.srt,366,367,"00:20:13,400 --> 00:20:15,780","00:20:15,800 --> 00:20:17,340",324,"00:20:13,400 --> 00:20:17,340",and install it by crane.,"And you know, to get it in, I had to chop down a tree and install it by crane."
7 eng.srt,372,373,"00:20:24,808 --> 00:20:27,644","00:20:27,728 --> 00:20:29,479",329,"00:20:24,808 --> 00:20:29,479",You most certainly do not.,"- [LAUGHS] No, you don't. - [CHUCKLES] You most certainly do not."
7 eng.srt,392,393,"00:21:27,860 --> 00:21:30,780","00:21:30,800 --> 00:21:33,790",348,"00:21:27,860 --> 00:21:33,790",over the course of four days to come... come visit me?,And you couldn't even find time in your schedule over the course of four days to come... come visit me?
7 eng.srt,395,396,"00:21:36,040 --> 00:21:37,060","00:21:37,080 --> 00:21:40,420",350,"00:21:36,040 --> 00:21:40,420",during one of the most harrowing experiences of my life?,To check in on me during one of the most harrowing experiences of my life?
7 eng.srt,397,398,"00:21:42,060 --> 00:21:44,749","00:21:44,750 --> 00:21:47,306",351,"00:21:42,060 --> 00:21:47,306","and that you're a lightweight, so I'm assuming it's hitting you hard.","Okay, I know they pumped you full of narcotics, Marty, and that you're a lightweight, so I'm assuming it's hitting you hard."
7 eng.srt,399,401,"00:21:47,307 --> 00:21:49,769","00:21:52,140 --> 00:21:53,897",352,"00:21:47,307 --> 00:21:53,897","with Jell-O and ice cream, uh, snuggle up","I don't underst... You wanted me to, what, come by the hospital with Jell-O and ice cream, uh, snuggle up - and watch Jungle Book? - Why?"
7 eng.srt,409,410,"00:22:11,665 --> 00:22:13,876","00:22:13,900 --> 00:22:17,230",360,"00:22:11,665 --> 00:22:17,230",I called my contacts at NYU Langone the very next day.,"The second you told me about your procedure, I called my contacts at NYU Langone the very next day."
7 eng.srt,419,420,"00:22:41,020 --> 00:22:43,419","00:22:43,420 --> 00:22:46,213",369,"00:22:41,020 --> 00:22:46,213","""Ike, it would mean a lot if you swung by""?","You don't think I'm gonna come and... Of course. Why didn't you say, ""Ike, it would mean a lot if you swung by""?"
7 eng.srt,422,423,"00:22:47,630 --> 00:22:49,995","00:22:50,010 --> 00:22:51,489",371,"00:22:47,630 --> 00:22:51,489",for the better part of three decades.,"- Well, why... - You say that you've been by my side for the better part of three decades."
7 eng.srt,425,427,"00:22:53,332 --> 00:22:55,890","00:22:57,220 --> 00:22:58,544",373,"00:22:53,332 --> 00:22:58,544","after your parents died,","When Debbie and your sister tried to bleed you dry after your parents died, who was there, hmm?"
7 eng.srt,430,431,"00:23:02,620 --> 00:23:04,220","00:23:04,240 --> 00:23:08,347",376,"00:23:02,620 --> 00:23:08,347",who scooped you up and held your hand in the ambulance?,"When you had a heart attack, who scooped you up and held your hand in the ambulance?"
7 eng.srt,448,449,"00:23:54,270 --> 00:23:55,780","00:23:56,300 --> 00:23:57,430",393,"00:23:54,270 --> 00:23:57,430",- [SIGHS] - Okay.,- All right. All right. - [KISSES] - [SIGHS] - Okay.
7 eng.srt,451,452,"00:24:01,470 --> 00:24:04,653","00:24:05,740 --> 00:24:07,140",395,"00:24:01,470 --> 00:24:07,140",You just made a hundred bucks.,- He's hot. Oh! - [MAN LAUGHS] You just made a hundred bucks.
7 eng.srt,462,463,"00:24:34,500 --> 00:24:36,476","00:24:36,520 --> 00:24:39,854",405,"00:24:34,500 --> 00:24:39,854",in a configuration that expresses some form of enjoyment.,Maybe you can arrange your features in a configuration that expresses some form of enjoyment.
7 eng.srt,476,477,"00:25:04,960 --> 00:25:06,589","00:25:06,600 --> 00:25:08,175",418,"00:25:04,960 --> 00:25:08,175",and send everybody home. He's not okay.,I think we should just shut this down and send everybody home. He's not okay.
7 eng.srt,561,562,"00:29:45,580 --> 00:29:47,788","00:29:48,120 --> 00:29:49,620",502,"00:29:45,580 --> 00:29:49,620",desperate to get out there.,"He's been lying in bed, bored out of his mind, desperate to get out there."
7 eng.srt,567,568,"00:29:58,280 --> 00:30:00,960","00:30:00,980 --> 00:30:02,427",507,"00:29:58,280 --> 00:30:02,427",helps us out sometimes.,I can't help it if his favorite thing in the world to do helps us out sometimes.
7 eng.srt,588,591,"00:32:15,280 --> 00:32:17,855","00:32:21,290 --> 00:32:22,690",527,"00:32:15,280 --> 00:32:22,690",and they need to learn,"Yes, really. These are toxic people, and they need to learn that if they're going to take advantage of you, there are consequences."
7 eng.srt,600,601,"00:32:45,680 --> 00:32:47,760","00:32:47,790 --> 00:32:49,550",536,"00:32:45,680 --> 00:32:49,550",to help guide you through.,And I think you're going to need me a few more times to help guide you through.
