Source Filename,Original First Index,Original Last Index,Original First Timestamp,Original Last Timestamp,New Index,New Timestamp,Original Second Text,New Text (Full)
5e.srt,694,695,"00:29:00,617 --> 00:29:02,619","00:29:02,619 --> 00:29:06,623",638,"00:29:00,617 --> 00:29:06,623",and I just... I'm sorry.,"If you can't tell, I'm a bit of a mess right now, and I just... I'm sorry."
5e.srt,698,699,"00:29:15,006 --> 00:29:17,217","00:29:17,217 --> 00:29:18,134",641,"00:29:15,006 --> 00:29:18,134",Cheese time.,- Thank you. - [timer beeps] Cheese time.
5e.srt,727,728,"00:30:24,242 --> 00:30:28,747","00:30:30,123 --> 00:30:33,043",669,"00:30:24,242 --> 00:30:33,043",I remember this kind of night from when we first met.,- It's... [inhales deeply] ...I get it. [sighs] - [sighs] I remember this kind of night from when we first met.
5e.srt,729,730,"00:30:33,043 --> 00:30:36,630","00:30:38,215 --> 00:30:40,300",670,"00:30:33,043 --> 00:30:40,300",That's one of the parts of you I fell in love with.,- [chuckles] You were so wild back then. - [sighs] That's one of the parts of you I fell in love with.
5e.srt,737,738,"00:31:05,617 --> 00:31:09,162","00:31:09,162 --> 00:31:12,499",677,"00:31:05,617 --> 00:31:12,499",but I've been feeling kind of cut out.,"I know it sounds kind of stupid, but I've been feeling kind of cut out."
5e.srt,747,748,"00:31:44,281 --> 00:31:46,908","00:31:50,620 --> 00:31:52,038",686,"00:31:44,281 --> 00:31:52,038","Um, actually, this is yours.","- [chuckles] - [chuckles] Um, actually, this is yours."
6e.srt,58,59,"00:03:18,575 --> 00:03:21,035","00:03:21,077 --> 00:03:23,288",58,"00:03:18,575 --> 00:03:23,288","and sign them up for every after school thing, you know?","I have to find someone to look after the kids, drive them around and sign them up for every after school thing, you know?"
6e.srt,62,63,"00:03:26,041 --> 00:03:27,500","00:03:27,542 --> 00:03:30,462",61,"00:03:26,041 --> 00:03:30,462",- 'cause you'll be one of them. - Oh! How dare you. I would never.,"You're gonna leave me for the office moms, - 'cause you'll be one of them. - Oh! How dare you. I would never."
6e.srt,65,68,"00:03:32,881 --> 00:03:35,300","00:03:39,054 --> 00:03:41,640",63,"00:03:32,881 --> 00:03:41,640",You will find me lying in a shelled-out building…,"- …I will end up on heroin. - [gasps] You will find me lying in a shelled-out building… - Mm-hmm. - …on a cold, dirty floor, - covered in Taco Bell wrappers. - Ooh, Taco Bell."
6e.srt,77,78,"00:04:02,535 --> 00:04:04,496","00:04:04,579 --> 00:04:09,042",72,"00:04:02,535 --> 00:04:09,042","Our relationship is ""nothing,"" and I'm ""not even worth mentioning.""","- Why not? - Maybe this rings a bell: Our relationship is ""nothing,"" and I'm ""not even worth mentioning."""
6e.srt,84,85,"00:04:20,804 --> 00:04:24,307","00:04:24,391 --> 00:04:26,309",78,"00:04:20,804 --> 00:04:26,309",and I... I hadn't told her about you yet.,"Weird in that my f-friend was there, and she's a pain in the ass, and I... I hadn't told her about you yet."
6e.srt,107,109,"00:05:21,740 --> 00:05:23,032","00:05:26,286 --> 00:05:28,486",100,"00:05:21,740 --> 00:05:28,486","that you're gonna help out with pick-ups and afternoons,","I can't tell you how much it means that you're gonna help out with pick-ups and afternoons, just while I get back into the work swing of the things."
6e.srt,116,117,"00:05:45,305 --> 00:05:48,225","00:05:48,308 --> 00:05:51,061",107,"00:05:45,305 --> 00:05:51,061",but the carpool line doesn't start until 2:55.,"But, um, pick-up is 3:00 p.m., but the carpool line doesn't start until 2:55."
6e.srt,120,121,"00:05:58,652 --> 00:06:01,863","00:06:01,947 --> 00:06:05,825",110,"00:05:58,652 --> 00:06:05,825",is 6235-Greeves&.,"And the sign-out code I mentioned on the app, Kinderlime, is 6235-Greeves&."
6e.srt,122,123,"00:06:05,909 --> 00:06:09,329","00:06:09,412 --> 00:06:11,248",111,"00:06:05,909 --> 00:06:11,248",for the a cappella choir rehearsal.,"And there's a separate sign-out code for, um, Frances, for the a cappella choir rehearsal."
6e.srt,124,125,"00:06:11,331 --> 00:06:14,834","00:06:14,918 --> 00:06:16,711",112,"00:06:11,331 --> 00:06:16,711",and it just pops right back.,"And this is a fabulous straw hat you can pack in a suitcase, and it just pops right back."
6e.srt,128,130,"00:06:20,382 --> 00:06:23,343","00:06:27,514 --> 00:06:30,183",115,"00:06:20,382 --> 00:06:30,183","- Okay. Um, I'll be... I'll be one second. - [phone buzzes]","- Mommy is such a worrier! - [phone buzzes] - Okay. Um, I'll be... I'll be one second. - [phone buzzes] - Oh, my God. - Yeah. What is it? Are you dead?"
6e.srt,143,144,"00:06:56,126 --> 00:06:57,419","00:06:57,502 --> 00:06:59,546",128,"00:06:56,126 --> 00:06:59,546",How many dates have you gone on with this girl?,- I-I-It's bad. - [stammers] How many dates have you gone on with this girl?
6e.srt,150,151,"00:07:09,848 --> 00:07:12,517","00:07:12,559 --> 00:07:14,039",134,"00:07:09,848 --> 00:07:14,039",and that I didn't tell you about her.,I need you right now. She thinks it's weird that we spend so much time together and that I didn't tell you about her.
6e.srt,157,158,"00:07:28,867 --> 00:07:30,994","00:07:31,036 --> 00:07:32,954",140,"00:07:28,867 --> 00:07:32,954",so will you just come meet her?,"It's actually the opinion I care about more than anything, so will you just come meet her?"
6e.srt,165,166,"00:07:50,722 --> 00:07:52,849","00:07:54,434 --> 00:07:56,603",147,"00:07:50,722 --> 00:07:56,603",- Hi. - You guys are hitting it off already.,"- [chuckles] Oh, hi! - [chuckling] - Hi. - You guys are hitting it off already."
6e.srt,189,190,"00:08:52,325 --> 00:08:54,327","00:08:55,495 --> 00:08:58,748",170,"00:08:52,325 --> 00:08:58,748","Aw. And what, uh... What do you do for a living?","- [chuckles] - [chuckles] Aw. And what, uh... What do you do for a living?"
6e.srt,191,192,"00:08:58,832 --> 00:09:01,376","00:09:01,459 --> 00:09:03,378",171,"00:08:58,832 --> 00:09:03,378","with two little girls, Kenzie and Kayden.","I actually used to nanny for this family back in Colorado with two little girls, Kenzie and Kayden."
6e.srt,200,201,"00:09:23,607 --> 00:09:26,192","00:09:26,276 --> 00:09:28,611",179,"00:09:23,607 --> 00:09:28,611",and I'm looking for a babysitter other than my mother-in-law.,"Oh, that's great. I'm actually going back to work, and I'm looking for a babysitter other than my mother-in-law."
6e.srt,209,210,"00:09:47,589 --> 00:09:49,174","00:09:49,257 --> 00:09:52,469",187,"00:09:47,589 --> 00:09:52,469","You were asking where the restroom was. Uh, let me just walk you back there.","- Um... - [chuckles] You were asking where the restroom was. Uh, let me just walk you back there."
6e.srt,213,214,"00:09:57,766 --> 00:09:59,935","00:10:02,312 --> 00:10:04,731",190,"00:09:57,766 --> 00:10:04,731",I knew you were going to do something fucked up like this.,- She might be a while. - [chuckles] I knew you were going to do something fucked up like this.
6e.srt,218,219,"00:10:10,362 --> 00:10:12,530","00:10:12,572 --> 00:10:14,282",194,"00:10:10,362 --> 00:10:14,282",so maybe believe women.,"I don't think it's weird, and Peyton doesn't think it's weird, so maybe believe women."
6e.srt,232,233,"00:10:47,774 --> 00:10:50,318","00:10:50,402 --> 00:10:52,570",207,"00:10:47,774 --> 00:10:52,570","- and funny and... - Stop saying she's cute and sweet, okay?","Yes! I-I think she's so cute and sweet, - and funny and... - Stop saying she's cute and sweet, okay?"
6e.srt,241,242,"00:11:07,544 --> 00:11:09,462","00:11:10,297 --> 00:11:13,008",215,"00:11:07,544 --> 00:11:13,008",and I'm just so sick of eating dino nuggets and fish sticks.,"Charlie's only been gone for 52 hours, and I'm just so sick of eating dino nuggets and fish sticks."
6e.srt,266,267,"00:12:16,321 --> 00:12:18,448","00:12:21,618 --> 00:12:23,787",239,"00:12:16,321 --> 00:12:23,787","So, you and Will go way back, right?","- [chuckles, clears throat] - [chuckles] So, you and Will go way back, right?"
6e.srt,275,276,"00:12:42,180 --> 00:12:46,142","00:12:46,685 --> 00:12:49,312",247,"00:12:42,180 --> 00:12:49,312",- What? You want... - …want Will to be there.,"And I was thinking, I don't know, I kinda… - What? You want... - …want Will to be there."
6e.srt,282,283,"00:13:02,367 --> 00:13:03,785","00:13:03,868 --> 00:13:06,246",253,"00:13:02,367 --> 00:13:06,246","- because you've only got this one life. - Yeah, I get it.","It means just going for it, - because you've only got this one life. - Yeah, I get it."
6e.srt,297,298,"00:13:56,213 --> 00:14:00,592","00:14:00,675 --> 00:14:01,885",267,"00:13:56,213 --> 00:14:01,885",it's got nothing to do with you.,"So, if he ends up not wanting to merge worlds at your party, it's got nothing to do with you."
6e.srt,320,322,"00:15:09,953 --> 00:15:11,746","00:15:14,958 --> 00:15:16,584",289,"00:15:09,953 --> 00:15:16,584","'cause she said that you said that I was still in love with Audrey,","- Mm-mmm. - She was just at my house freaking out 'cause she said that you said that I was still in love with Audrey, and I was not ready for a ""real relationship."""
6e.srt,325,327,"00:15:19,379 --> 00:15:21,840","00:15:24,718 --> 00:15:27,304",292,"00:15:19,379 --> 00:15:27,304","because you're still recovering from the divorce,","I said to her that you might need to take it slow, because you're still recovering from the divorce, but that's no reflection on how much you care for her."
6e.srt,333,334,"00:15:39,649 --> 00:15:41,693","00:15:41,776 --> 00:15:45,280",298,"00:15:39,649 --> 00:15:45,280","and instead of just saying that to my face, you made her your babysitter.","You think that she's too young for me, and instead of just saying that to my face, you made her your babysitter."
6e.srt,337,338,"00:15:49,075 --> 00:15:51,536","00:15:51,620 --> 00:15:55,081",301,"00:15:49,075 --> 00:15:55,081",seeing this guy your age dating someone so much younger.,And a lot of women would get a little bit offended seeing this guy your age dating someone so much younger.
6e.srt,350,351,"00:16:23,902 --> 00:16:27,989","00:16:28,073 --> 00:16:33,078",313,"00:16:23,902 --> 00:16:33,078","white picket fence lifestyle really... R-really gets under your skin, doesn't it?","You know, anything that doesn't conform to your 2.3 kids, white picket fence lifestyle really... R-really gets under your skin, doesn't it?"
6e.srt,365,366,"00:17:02,315 --> 00:17:04,066","00:17:04,150 --> 00:17:06,361",327,"00:17:02,315 --> 00:17:06,361","[Sylvia] Oh, no. Oh.","- [Sylvia] Whoa. - [breathing heavily] [Sylvia] Oh, no. Oh."
